DeliveryDepot,PlannedDate,UnloadingListIdentifier,Picks Gesamt,Gepackte Paletten
KNSTR,2021-11-04 00:00:00+00:00,1,1.0,0.0
KNSTR,2021-11-09 00:00:00+00:00,1,1.0,0.0
KNSTR,2021-11-19 00:00:00+00:00,1,15.0,0.0
KNSTR,2022-01-25 00:00:00+00:00,1,16.0,0.0
KNSTR,2022-01-26 00:00:00+00:00,1,9.0,0.0
KNSTR,2022-01-27 00:00:00+00:00,1,22.0,0.0
KNSTR,2022-01-28 00:00:00+00:00,1,49.0,0.0
KNSTR,2022-01-31 00:00:00+00:00,1,16.0,0.0
KNSTR,2022-02-01 00:00:00+00:00,1,53.0,0.0
KNSTR,2022-02-02 00:00:00+00:00,1,24.0,0.0
KNSTR,2022-02-03 00:00:00+00:00,1,14.0,0.0
KNSTR,2022-02-04 00:00:00+00:00,1,57.0,0.0
KNSTR,2022-02-07 00:00:00+00:00,1,25.0,0.0
KNSTR,2022-02-08 00:00:00+00:00,1,26.0,0.0
KNSTR,2022-02-09 00:00:00+00:00,1,31.0,0.0
KNSTR,2022-02-10 00:00:00+00:00,1,12.0,0.0
KNSTR,2022-02-11 00:00:00+00:00,1,23.0,0.0
KNSTR,2022-02-14 00:00:00+00:00,1,21.0,0.0
KNSTR,2022-02-15 00:00:00+00:00,1,13.0,0.0
KNSTR,2022-02-16 00:00:00+00:00,1,22.0,0.0
KNSTR,2022-02-17 00:00:00+00:00,1,19.0,0.0
KNSTR,2022-03-21 00:00:00+00:00,1,26.0,1.0
KNSTR,2022-04-04 00:00:00+00:00,1,1344.0,47.0
KNSTR,2022-04-05 00:00:00+00:00,1,983.0,30.0
KNSTR,2022-04-06 00:00:00+00:00,1,1056.0,45.0
KNSTR,2022-04-07 00:00:00+00:00,1,1136.0,54.0
KNSTR,2022-04-08 00:00:00+00:00,1,651.0,31.0
KNSTR,2022-04-11 00:00:00+00:00,1,1084.0,58.0
KNSTR,2022-04-12 00:00:00+00:00,1,1276.0,38.0
KNSTR,2022-04-13 00:00:00+00:00,1,1342.0,49.0
KNSTR,2022-04-14 00:00:00+00:00,1,805.0,35.0
KNSTR,2022-04-19 00:00:00+00:00,1,1147.0,36.0
KNSTR,2022-04-20 00:00:00+00:00,1,865.0,29.0
KNSTR,2022-04-21 00:00:00+00:00,1,1134.0,92.0
KNSTR,2022-04-22 00:00:00+00:00,1,852.0,25.0
KNSTR,2022-04-25 00:00:00+00:00,1,1060.0,40.0
KNSTR,2022-04-26 00:00:00+00:00,1,730.0,29.0
KNSTR,2022-04-27 00:00:00+00:00,1,1053.0,38.0
KNSTR,2022-04-28 00:00:00+00:00,1,608.0,42.0
KNSTR,2022-04-29 00:00:00+00:00,1,752.0,34.0
KNSTR,2022-05-02 00:00:00+00:00,1,2261.0,86.0
KNSTR,2022-05-03 00:00:00+00:00,1,1863.0,63.0
KNSTR,2022-05-04 00:00:00+00:00,1,1712.0,70.0
KNSTR,2022-05-05 00:00:00+00:00,1,1273.0,55.0
KNSTR,2022-05-06 00:00:00+00:00,1,1218.0,61.0
KNSTR,2022-05-09 00:00:00+00:00,1,2818.0,122.0
KNSTR,2022-05-10 00:00:00+00:00,1,2115.0,83.0
KNSTR,2022-05-11 00:00:00+00:00,1,1182.0,59.0
KNSTR,2022-05-12 00:00:00+00:00,1,1400.0,74.0
KNSTR,2022-05-13 00:00:00+00:00,1,1611.0,56.0
KNSTR,2022-05-16 00:00:00+00:00,1,2155.0,109.0
KNSTR,2022-05-17 00:00:00+00:00,1,1964.0,78.0
KNSTR,2022-05-18 00:00:00+00:00,1,1841.0,90.0
KNSTR,2022-05-19 00:00:00+00:00,1,1339.0,90.0
KNSTR,2022-05-20 00:00:00+00:00,1,1811.0,72.0
KNSTR,2022-05-23 00:00:00+00:00,1,2665.0,110.0
KNSTR,2022-05-24 00:00:00+00:00,1,1901.0,88.0
KNSTR,2022-05-25 00:00:00+00:00,1,1552.0,92.0
KNSTR,2022-05-27 00:00:00+00:00,1,1077.0,54.0
KNSTR,2022-05-30 00:00:00+00:00,1,1864.0,78.0
KNSTR,2022-05-31 00:00:00+00:00,5,2607.0,100.0
KNSTR,2022-06-01 00:00:00+00:00,4,2172.0,80.0
KNSTR,2022-06-02 00:00:00+00:00,4,1192.0,43.0
KNSTR,2022-06-03 00:00:00+00:00,5,2867.0,120.0
KNSTR,2022-06-07 00:00:00+00:00,5,2112.0,80.0
KNSTR,2022-06-08 00:00:00+00:00,4,2120.0,80.0
KNSTR,2022-06-09 00:00:00+00:00,3,2013.0,86.0
KNSTR,2022-06-10 00:00:00+00:00,4,1139.0,58.0
KNSTR,2022-06-13 00:00:00+00:00,5,2383.0,123.0
KNSTR,2022-06-14 00:00:00+00:00,5,2198.0,89.0
KNSTR,2022-06-15 00:00:00+00:00,4,1676.0,90.0
KNSTR,2022-06-17 00:00:00+00:00,4,1190.0,41.0
KNSTR,2022-06-20 00:00:00+00:00,4,2001.0,98.0
KNSTR,2022-06-21 00:00:00+00:00,4,1452.0,54.0
KNSTR,2022-06-22 00:00:00+00:00,5,1768.0,63.0
KNSTR,2022-06-23 00:00:00+00:00,3,1185.0,60.0
KNSTR,2022-06-24 00:00:00+00:00,3,1711.0,55.0
KNSTR,2022-06-27 00:00:00+00:00,4,1757.0,73.0
KNSTR,2022-06-28 00:00:00+00:00,4,1750.0,50.0
KNSTR,2022-06-29 00:00:00+00:00,3,1970.0,96.0
KNSTR,2022-06-30 00:00:00+00:00,3,990.0,58.0
KNSTR,2022-07-01 00:00:00+00:00,4,1555.0,74.0
KNSTR,2022-07-04 00:00:00+00:00,4,2397.0,108.0
KNSTR,2022-07-05 00:00:00+00:00,3,1763.0,66.0
KNSTR,2022-07-06 00:00:00+00:00,4,1751.0,61.0
KNSTR,2022-07-07 00:00:00+00:00,3,1570.0,69.0
KNSTR,2022-07-08 00:00:00+00:00,3,1365.0,63.0
KNSTR,2022-07-11 00:00:00+00:00,4,2098.0,111.0
KNSTR,2022-07-12 00:00:00+00:00,3,1741.0,58.0
KNSTR,2022-07-13 00:00:00+00:00,3,1164.0,51.0
KNSTR,2022-07-14 00:00:00+00:00,4,986.0,47.0
KNSTR,2022-07-15 00:00:00+00:00,5,1648.0,60.0
KNSTR,2022-07-18 00:00:00+00:00,4,2224.0,94.0
KNSTR,2022-07-19 00:00:00+00:00,3,2018.0,74.0
KNSTR,2022-07-20 00:00:00+00:00,4,1900.0,68.0
KNSTR,2022-07-21 00:00:00+00:00,1,1405.0,54.0
KNSTR,2022-07-22 00:00:00+00:00,3,1450.0,63.0
KNSTR,2022-07-25 00:00:00+00:00,4,2192.0,86.0
KNSTR,2022-07-26 00:00:00+00:00,3,2063.0,67.0
KNSTR,2022-07-27 00:00:00+00:00,3,1537.0,62.0
KNSTR,2022-07-28 00:00:00+00:00,3,1044.0,58.0
KNSTR,2022-07-29 00:00:00+00:00,3,1579.0,56.0
KNSTR,2022-08-01 00:00:00+00:00,6,1977.0,107.0
KNSTR,2022-08-02 00:00:00+00:00,3,1836.0,61.0
KNSTR,2022-08-03 00:00:00+00:00,3,1246.0,48.0
KNSTR,2022-08-04 00:00:00+00:00,3,1564.0,68.0
KNSTR,2022-08-05 00:00:00+00:00,3,1821.0,68.0
KNSTR,2022-08-08 00:00:00+00:00,5,2148.0,93.0
KNSTR,2022-08-09 00:00:00+00:00,4,1777.0,58.0
KNSTR,2022-08-10 00:00:00+00:00,3,1599.0,63.0
KNSTR,2022-08-11 00:00:00+00:00,3,1188.0,52.0
KNSTR,2022-08-12 00:00:00+00:00,3,1614.0,54.0
KNSTR,2022-08-15 00:00:00+00:00,4,2060.0,88.0
KNSTR,2022-08-16 00:00:00+00:00,3,1759.0,56.0
KNSTR,2022-08-17 00:00:00+00:00,3,1696.0,61.0
KNSTR,2022-08-18 00:00:00+00:00,3,938.0,47.0
KNSTR,2022-08-19 00:00:00+00:00,3,1210.0,45.0
KNSTR,2022-08-22 00:00:00+00:00,4,2023.0,97.0
KNSTR,2022-08-23 00:00:00+00:00,4,1841.0,53.0
KNSTR,2022-08-24 00:00:00+00:00,4,1218.0,50.0
KNSTR,2022-08-25 00:00:00+00:00,4,757.0,46.0
KNSTR,2022-08-26 00:00:00+00:00,5,1138.0,52.0
KNSTR,2022-08-29 00:00:00+00:00,5,1815.0,83.0
KNSTR,2022-08-30 00:00:00+00:00,3,1773.0,54.0
KNSTR,2022-08-31 00:00:00+00:00,3,1318.0,50.0
KNSTR,2022-09-01 00:00:00+00:00,4,1033.0,60.0
KNSTR,2022-09-02 00:00:00+00:00,4,1006.0,48.0
KNSTR,2022-09-05 00:00:00+00:00,6,1809.0,81.0
KNSTR,2022-09-06 00:00:00+00:00,3,1380.0,63.0
KNSTR,2022-09-07 00:00:00+00:00,3,1227.0,70.0
KNSTR,2022-09-08 00:00:00+00:00,4,909.0,51.0
KNSTR,2022-09-09 00:00:00+00:00,3,1624.0,52.0
KNSTR,2022-09-12 00:00:00+00:00,4,1785.0,84.0
KNSTR,2022-09-13 00:00:00+00:00,6,1149.0,53.0
KNSTR,2022-09-14 00:00:00+00:00,3,1413.0,58.0
KNSTR,2022-09-15 00:00:00+00:00,3,979.0,46.0
KNSTR,2022-09-16 00:00:00+00:00,3,1208.0,52.0
KNSTR,2022-09-19 00:00:00+00:00,5,1840.0,81.0
KNSTR,2022-09-20 00:00:00+00:00,3,1701.0,59.0
KNSTR,2022-09-21 00:00:00+00:00,4,1902.0,78.0
KNSTR,2022-09-22 00:00:00+00:00,2,1097.0,59.0
KNSTR,2022-09-23 00:00:00+00:00,4,589.0,26.0
KNSTR,2022-09-26 00:00:00+00:00,4,1545.0,94.0
KNSTR,2022-09-27 00:00:00+00:00,5,1888.0,59.0
KNSTR,2022-09-28 00:00:00+00:00,3,1594.0,76.0
KNSTR,2022-09-29 00:00:00+00:00,3,982.0,49.0
KNSTR,2022-09-30 00:00:00+00:00,4,2144.0,90.0
KNSTR,2022-10-04 00:00:00+00:00,4,1099.0,51.0
KNSTR,2022-10-05 00:00:00+00:00,3,1808.0,66.0
KNSTR,2022-10-06 00:00:00+00:00,3,1417.0,60.0
KNSTR,2022-10-07 00:00:00+00:00,2,782.0,41.0
KNSTR,2022-10-10 00:00:00+00:00,5,1808.0,117.0
KNSTR,2022-10-11 00:00:00+00:00,3,1559.0,59.0
KNSTR,2022-10-12 00:00:00+00:00,3,1113.0,98.0
KNSTR,2022-10-13 00:00:00+00:00,3,1154.0,84.0
KNSTR,2022-10-14 00:00:00+00:00,2,1108.0,53.0
KNSTR,2022-10-17 00:00:00+00:00,4,1530.0,78.0
KNSTR,2022-10-18 00:00:00+00:00,3,1553.0,59.0
KNSTR,2022-10-19 00:00:00+00:00,4,1685.0,52.0
KNSTR,2022-10-20 00:00:00+00:00,3,1071.0,62.0
KNSTR,2022-10-21 00:00:00+00:00,3,1647.0,58.0
KNSTR,2022-10-24 00:00:00+00:00,4,1291.0,62.0
KNSTR,2022-10-25 00:00:00+00:00,3,2081.0,63.0
KNSTR,2022-10-26 00:00:00+00:00,4,2311.0,114.0
KNSTR,2022-10-27 00:00:00+00:00,5,929.0,45.0
KNSTR,2022-10-28 00:00:00+00:00,4,2005.0,83.0
KNSTR,2022-10-31 00:00:00+00:00,2,880.0,28.0
KNSTR,2022-11-02 00:00:00+00:00,4,1676.0,60.0
KNSTR,2022-11-03 00:00:00+00:00,3,1283.0,64.0
KNSTR,2022-11-04 00:00:00+00:00,3,1262.0,52.0
KNSTR,2022-11-07 00:00:00+00:00,3,1632.0,87.0
KNSTR,2022-11-08 00:00:00+00:00,3,1324.0,48.0
KNSTR,2022-11-09 00:00:00+00:00,4,1751.0,56.0
KNSTR,2022-11-10 00:00:00+00:00,2,921.0,41.0
KNSTR,2022-11-11 00:00:00+00:00,4,1181.0,51.0
KNSTR,2022-11-14 00:00:00+00:00,5,1634.0,93.0
KNSTR,2022-11-15 00:00:00+00:00,3,1268.0,53.0
KNSTR,2022-11-16 00:00:00+00:00,4,1790.0,93.0
KNSTR,2022-11-17 00:00:00+00:00,3,1578.0,52.0
KNSTR,2022-11-18 00:00:00+00:00,3,1694.0,57.0
KNSTR,2022-11-21 00:00:00+00:00,4,1938.0,97.0
KNSTR,2022-11-22 00:00:00+00:00,3,1275.0,55.0
KNSTR,2022-11-23 00:00:00+00:00,4,1082.0,44.0
KNSTR,2022-11-24 00:00:00+00:00,2,712.0,52.0
KNSTR,2022-11-25 00:00:00+00:00,4,1176.0,46.0
KNSTR,2022-11-28 00:00:00+00:00,4,1833.0,76.0
KNSTR,2022-11-29 00:00:00+00:00,3,1202.0,52.0
KNSTR,2022-11-30 00:00:00+00:00,3,1024.0,59.0
KNSTR,2022-12-01 00:00:00+00:00,3,682.0,46.0
KNSTR,2022-12-02 00:00:00+00:00,6,1312.0,60.0
KNSTR,2022-12-05 00:00:00+00:00,8,1424.0,75.0
KNSTR,2022-12-06 00:00:00+00:00,7,1021.0,67.0
KNSTR,2022-12-07 00:00:00+00:00,9,1619.0,61.0
KNSTR,2022-12-08 00:00:00+00:00,5,1259.0,85.0
KNSTR,2022-12-09 00:00:00+00:00,5,1735.0,97.0
KNSTR,2022-12-12 00:00:00+00:00,9,2067.0,106.0
KNSTR,2022-12-13 00:00:00+00:00,8,1699.0,58.0
KNSTR,2022-12-14 00:00:00+00:00,5,1496.0,51.0
KNSTR,2022-12-15 00:00:00+00:00,5,1363.0,68.0
KNSTR,2022-12-16 00:00:00+00:00,5,1437.0,56.0
KNSTR,2022-12-19 00:00:00+00:00,4,1377.0,73.0
KNSTR,2022-12-20 00:00:00+00:00,4,890.0,39.0
KNSTR,2022-12-21 00:00:00+00:00,4,1008.0,41.0
KNSTR,2022-12-22 00:00:00+00:00,2,828.0,43.0
KNSTR,2022-12-23 00:00:00+00:00,2,1035.0,42.0
KNSTR,2022-12-27 00:00:00+00:00,3,691.0,23.0
KNSTR,2022-12-28 00:00:00+00:00,3,767.0,23.0
KNSTR,2022-12-29 00:00:00+00:00,3,657.0,33.0
KNSTR,2022-12-30 00:00:00+00:00,4,1018.0,37.0
KNSTR,2023-01-02 00:00:00+00:00,3,982.0,78.0
KNSTR,2023-01-03 00:00:00+00:00,2,976.0,43.0
KNSTR,2023-01-04 00:00:00+00:00,4,823.0,50.0
KNSTR,2023-01-05 00:00:00+00:00,3,463.0,31.0
KNSTR,2023-01-09 00:00:00+00:00,3,978.0,45.0
KNSTR,2023-01-10 00:00:00+00:00,3,680.0,20.0
KNSTR,2023-01-11 00:00:00+00:00,5,669.0,27.0
KNSTR,2023-01-12 00:00:00+00:00,5,1072.0,39.0
KNSTR,2023-01-13 00:00:00+00:00,4,702.0,42.0
KNSTR,2023-01-16 00:00:00+00:00,4,1758.0,96.0
KNSTR,2023-01-17 00:00:00+00:00,4,1157.0,48.0
KNSTR,2023-01-18 00:00:00+00:00,5,1129.0,50.0
KNSTR,2023-01-19 00:00:00+00:00,2,850.0,37.0
KNSTR,2023-01-20 00:00:00+00:00,2,1076.0,49.0
KNSTR,2023-01-23 00:00:00+00:00,4,2052.0,84.0
KNSTR,2023-01-24 00:00:00+00:00,3,1334.0,50.0
KNSTR,2023-01-25 00:00:00+00:00,3,1321.0,47.0
KNSTR,2023-01-26 00:00:00+00:00,2,896.0,50.0
KNSTR,2023-01-27 00:00:00+00:00,3,861.0,47.0
KNSTR,2023-01-30 00:00:00+00:00,4,1573.0,79.0
KNSTR,2023-01-31 00:00:00+00:00,2,1406.0,50.0
KNSTR,2023-02-01 00:00:00+00:00,2,1004.0,55.0
KNSTR,2023-02-02 00:00:00+00:00,2,707.0,48.0
KNSTR,2023-02-03 00:00:00+00:00,4,1050.0,49.0
KNSTR,2023-02-06 00:00:00+00:00,2,1467.0,54.0
KNSTR,2023-02-07 00:00:00+00:00,3,1106.0,57.0
KNSTR,2023-02-08 00:00:00+00:00,2,1374.0,48.0
KNSTR,2023-02-09 00:00:00+00:00,3,852.0,45.0
KNSTR,2023-02-10 00:00:00+00:00,2,1159.0,49.0
KNSTR,2023-02-13 00:00:00+00:00,3,1831.0,77.0
KNSTR,2023-02-14 00:00:00+00:00,2,1489.0,55.0
KNSTR,2023-02-15 00:00:00+00:00,2,1313.0,52.0
KNSTR,2023-02-16 00:00:00+00:00,2,892.0,51.0
KNSTR,2023-02-17 00:00:00+00:00,2,1277.0,55.0
KNSTR,2023-02-20 00:00:00+00:00,3,1780.0,80.0
KNSTR,2023-02-21 00:00:00+00:00,3,1124.0,58.0
KNSTR,2023-02-22 00:00:00+00:00,2,994.0,52.0
KNSTR,2023-02-23 00:00:00+00:00,2,845.0,50.0
KNSTR,2023-02-24 00:00:00+00:00,2,1327.0,49.0
KNSTR,2023-02-27 00:00:00+00:00,3,1248.0,58.0
KNSTR,2023-02-28 00:00:00+00:00,2,1126.0,45.0
KNSTR,2023-03-01 00:00:00+00:00,2,1126.0,46.0
KNSTR,2023-03-02 00:00:00+00:00,2,952.0,48.0
KNSTR,2023-03-03 00:00:00+00:00,3,1157.0,54.0
KNSTR,2023-03-06 00:00:00+00:00,4,1682.0,97.0
KNSTR,2023-03-07 00:00:00+00:00,4,1260.0,54.0
KNSTR,2023-03-08 00:00:00+00:00,3,1365.0,68.0
KNSTR,2023-03-09 00:00:00+00:00,2,1123.0,52.0
KNSTR,2023-03-10 00:00:00+00:00,3,1289.0,52.0
KNSTR,2023-03-13 00:00:00+00:00,4,1475.0,100.0
KNSTR,2023-03-14 00:00:00+00:00,2,1156.0,48.0
KNSTR,2023-03-15 00:00:00+00:00,4,1478.0,70.0
KNSTR,2023-03-16 00:00:00+00:00,2,898.0,52.0
KNSTR,2023-03-17 00:00:00+00:00,2,1188.0,59.0
KNSTR,2023-03-20 00:00:00+00:00,4,1557.0,88.0
KNSTR,2023-03-21 00:00:00+00:00,3,1744.0,77.0
KNSTR,2023-03-22 00:00:00+00:00,3,1505.0,53.0
KNSTR,2023-03-23 00:00:00+00:00,2,1019.0,55.0
KNSTR,2023-03-24 00:00:00+00:00,3,1215.0,62.0
KNSTR,2023-03-27 00:00:00+00:00,3,1562.0,78.0
KNSTR,2023-03-28 00:00:00+00:00,3,1347.0,63.0
KNSTR,2023-03-29 00:00:00+00:00,4,1849.0,89.0
KNSTR,2023-03-30 00:00:00+00:00,2,1409.0,71.0
KNSTR,2023-03-31 00:00:00+00:00,3,1321.0,76.0
KNSTR,2023-04-03 00:00:00+00:00,4,2023.0,105.0
KNSTR,2023-04-04 00:00:00+00:00,4,1703.0,79.0
KNSTR,2023-04-05 00:00:00+00:00,3,1543.0,61.0
KNSTR,2023-04-06 00:00:00+00:00,3,1730.0,83.0
KNSTR,2023-04-11 00:00:00+00:00,3,1792.0,70.0
KNSTR,2023-04-12 00:00:00+00:00,3,1200.0,45.0
KNSTR,2023-04-13 00:00:00+00:00,3,1280.0,75.0
KNSTR,2023-04-14 00:00:00+00:00,2,710.0,38.0
KNSTR,2023-04-17 00:00:00+00:00,4,1838.0,91.0
KNSTR,2023-04-18 00:00:00+00:00,2,936.0,46.0
KNSTR,2023-04-19 00:00:00+00:00,2,305.0,56.0
KNSTR,2023-04-20 00:00:00+00:00,2,211.0,50.0
KNSTR,2023-04-21 00:00:00+00:00,3,669.0,53.0
KNSTR,2023-04-24 00:00:00+00:00,2,399.0,65.0
KNSTR,2023-04-25 00:00:00+00:00,4,877.0,76.0
KNSTR,2023-04-26 00:00:00+00:00,3,316.0,62.0
KNSTR,2023-04-27 00:00:00+00:00,4,1295.0,64.0
KNSTR,2023-04-28 00:00:00+00:00,3,1709.0,73.0
KNSTR,2023-05-02 00:00:00+00:00,3,1415.0,61.0
KNSTR,2023-05-03 00:00:00+00:00,3,1538.0,59.0
KNSTR,2023-05-04 00:00:00+00:00,3,1472.0,71.0
KNSTR,2023-05-05 00:00:00+00:00,2,807.0,36.0
KNSTR,2023-05-08 00:00:00+00:00,5,1962.0,99.0
KNSTR,2023-05-09 00:00:00+00:00,4,1610.0,55.0
KNSTR,2023-05-10 00:00:00+00:00,3,1392.0,64.0
KNSTR,2023-05-11 00:00:00+00:00,2,1005.0,55.0
KNSTR,2023-05-12 00:00:00+00:00,3,1953.0,76.0
KNSTR,2023-05-15 00:00:00+00:00,5,1613.0,92.0
KNSTR,2023-05-16 00:00:00+00:00,4,1712.0,64.0
KNSTR,2023-05-17 00:00:00+00:00,3,1564.0,77.0
KNSTR,2023-05-19 00:00:00+00:00,3,1278.0,57.0
KNSTR,2023-05-22 00:00:00+00:00,5,2161.0,99.0
KNSTR,2023-05-23 00:00:00+00:00,3,1736.0,56.0
KNSTR,2023-05-24 00:00:00+00:00,3,1527.0,47.0
KNSTR,2023-05-25 00:00:00+00:00,3,1465.0,84.0
KNSTR,2023-05-26 00:00:00+00:00,3,1647.0,80.0
KNSTR,2023-05-30 00:00:00+00:00,5,1934.0,75.0
KNSTR,2023-05-31 00:00:00+00:00,2,1458.0,60.0
KNSTR,2023-06-01 00:00:00+00:00,3,1595.0,84.0
KNSTR,2023-06-02 00:00:00+00:00,2,1183.0,53.0
KNSTR,2023-06-05 00:00:00+00:00,4,2426.0,106.0
KNSTR,2023-06-06 00:00:00+00:00,3,2021.0,63.0
KNSTR,2023-06-07 00:00:00+00:00,5,1412.0,88.0
KNSTR,2023-06-09 00:00:00+00:00,2,1251.0,51.0
KNSTR,2023-06-12 00:00:00+00:00,5,1734.0,93.0
